,date,price,spot,T,strike,risk_free,t,days to maturity,return,implied vol,fit vol,theory price,Simulate price
284,2019-02-07,14.04,61.63,2.23013698630137,50,0,1.0986301369863014,1.1315068493150684,-0.017053180311725313,0.28900441106222063,0.24011813448703534,13.270787295369296,12.201026964827147
285,2019-02-08,14.15,62.1,2.23013698630137,50,0,1.1013698630136985,1.1287671232876713,0.007597223965281508,0.274783909162173,0.24015268968482345,13.657541779124408,13.604632391656951
286,2019-02-11,13.93,61.51,2.23013698630137,50,0,1.1095890410958904,1.1205479452054794,-0.009546225719155643,0.28958831130018514,0.24025733879055663,13.154308234846837,11.7950559186396
287,2019-02-12,14.41,62.42,2.23013698630137,50,0,1.1123287671232878,1.117808219178082,0.01468597362235613,0.27563763308827277,0.2402925535641111,13.909221812582267,12.908990266295755
288,2019-02-13,15.09,63.61,2.23013698630137,50,0,1.115068493150685,1.115068493150685,0.018884953848079533,0.25735033387539347,0.24032793618518902,14.917076790202188,14.255432013811165
289,2019-02-14,15.66,64.57,2.23013698630137,50,0,1.1178082191780823,1.1123287671232875,0.014979215947662716,0.2412912821120165,0.24036348785785738,15.744160857931533,15.719030565135931
290,2019-02-15,16.95,66.25,2.23013698630137,50,0,1.1205479452054794,1.1095890410958904,0.025685558227955596,0.22634330327609944,0.24039920979773824,17.22282454500494,16.740082340948437
291,2019-02-18,17.18,66.5,2.23013698630137,50,0,1.1287671232876713,1.1013698630136985,0.0037664827954770885,0.2276267691534166,0.2405074095531365,17.436220329431357,17.044444124710534
292,2019-02-19,17.15,66.45,2.23013698630137,50,0,1.1315068493150684,1.0986301369863014,-0.0007521625025539436,0.22917069659944647,0.2405438249540985,17.388127052695026,16.496652636384148
293,2019-02-20,17.43,67.08,2.23013698630137,50,0,1.1342465753424658,1.095890410958904,0.009436151795753744,0.20048310718354395,0.2405804168786474,17.950950260997494,17.318225317811695
294,2019-02-21,17.45,67.07,2.23013698630137,50,0,1.1369863013698631,1.0931506849315067,-0.00014908684336223388,0.20390474133804032,0.2406171866147276,17.938722357418158,16.480954288130814
295,2019-02-22,17.52,67.12,2.23013698630137,50,0,1.1397260273972603,1.0904109589041096,0.0007452120473052659,0.20667137367312952,0.24065413546285563,17.980639581308935,17.882843272594634
296,2019-02-25,16.14,64.76,2.23013698630137,50,0,1.1479452054794521,1.0821917808219177,-0.03579393334951675,0.2661778493830374,0.24076606987652074,15.869643934210004,15.499057288188531
297,2019-02-26,16.49,65.21,2.23013698630137,50,0,1.1506849315068493,1.0794520547945206,0.006924702595676457,0.2641636536597297,0.24080374843488134,16.26177389746413,15.309196775334843
298,2019-02-27,17.18,66.39,2.23013698630137,50,0,1.1534246575342466,1.0767123287671232,0.017933611325957166,0.2384196647826815,0.24084161280192054,17.307704665063447,16.437811486376063
299,2019-02-28,17.01,66.03,2.23013698630137,50,0,1.1561643835616437,1.073972602739726,-0.0054372585245880956,0.2503367886195334,0.24087966435690034,16.98242184189023,16.370594004021015
300,2019-03-01,16.24,65.07,2.23013698630137,50,0,1.158904109589041,1.0712328767123287,-0.01464557069958694,0.2562618610377165,0.24091790449278122,16.127543555693663,15.20419311415081
301,2019-03-04,16.89,65.67,2.23013698630137,50,0,1.167123287671233,1.0630136986301368,0.009178586695988145,0.2657122418030887,0.24103377052451533,16.64800116286979,15.767834257365587
302,2019-03-05,16.94,65.86,2.23013698630137,50,0,1.16986301369863,1.0602739726027397,0.0028890767453368937,0.25781709044322954,0.24107277919360334,16.813678866511665,15.987790189773293
303,2019-03-06,16.82,65.99,2.23013698630137,50,0,1.1726027397260275,1.0575342465753423,0.001971938447112187,0.24026700147144528,0.2411119836199365,16.926242727315397,15.919060965782032
304,2019-03-07,17.05,66.3,2.23013698630137,50,0,1.1753424657534246,1.0547945205479452,0.004686681796486347,0.23679378121803818,0.24115138528234134,17.20028439252532,16.40857714817133
305,2019-03-08,16.67,65.74,2.23013698630137,50,0,1.178082191780822,1.0520547945205478,-0.008482328955743412,0.24647650942130056,0.24119098567459296,16.69639844480735,16.280964841717932
306,2019-03-11,17.19,66.58,2.23013698630137,50,0,1.1863013698630136,1.0438356164383562,0.012696663910805484,0.22830595579968305,0.2413109943964072,17.4386417313273,16.794019138450487
307,2019-03-12,17.25,66.67,2.23013698630137,50,0,1.189041095890411,1.0410958904109588,0.0013508444830900856,0.22570113585543117,0.24135140495146143,17.516470788965627,16.53362188532502
308,2019-03-13,17.91,67.55,2.23013698630137,50,0,1.1917808219178083,1.0383561643835615,0.013112987776239038,0.21083656427588118,0.24139202193620135,18.31089480269553,16.85550959246259
309,2019-03-14,17.43,67.23,2.23013698630137,50,0,1.1945205479452055,1.0356164383561643,-0.004748487925262168,0.18878183809428606,0.24143284693817646,18.016775449782244,18.27198180315044
310,2019-03-15,17.27,67.16,2.23013698630137,50,0,1.1972602739726028,1.032876712328767,-0.001041744271605971,0.17489546090529698,0.2414738815612742,17.95008618607315,16.774091926449618
311,2019-03-18,17.36,67.54,2.23013698630137,50,0,1.2054794520547945,1.0246575342465754,0.005642182748082369,-5486200653.398866,0.24159825944569846,18.286385416362933,18.48215020212134
312,2019-03-19,17.49,67.61,2.23013698630137,50,0,1.2082191780821918,1.021917808219178,0.0010358861451642554,-0.005830391700138798,0.24164014892637098,18.34717348456884,17.708731450867713
313,2019-03-20,18.19,68.5,2.23013698630137,50,0,1.210958904109589,1.0191780821917809,0.013077844165593433,0.00121903001796142,0.24168225630017057,19.160269603054964,18.122346077170715
314,2019-03-21,17.62,67.86,2.23013698630137,50,0,1.2136986301369863,1.0164383561643835,-0.009386985912095192,37252575860.53225,0.24172458327355864,18.569625521295855,18.402969176536157
315,2019-03-22,16.99,67.03,2.23013698630137,50,0,1.2164383561643837,1.0136986301369861,-0.012306478986218394,0.13822180629255948,0.24176713157088203,17.809941335200413,17.90997608924716
316,2019-03-25,16.97,67.21,2.23013698630137,50,0,1.2246575342465753,1.0054794520547945,0.002681765612008391,2460969830.696987,0.24189612192317925,17.96406093851759,17.41518424982442
317,2019-03-26,17.11,67.97,2.23013698630137,50,0,1.2273972602739727,1.0027397260273971,0.011244385376672383,56387768.23463582,0.24193957312573142,18.655497966725207,17.459501518391566
318,2019-03-27,16.9,67.83,2.23013698630137,50,0,1.2301369863013698,1.0,-0.0020618564005587814,-19209521995.992466,0.24198325455059813,18.524138436725423,17.955293915805747
319,2019-03-28,16.74,67.82,2.23013698630137,50,0,1.2328767123287672,0.9972602739726026,-0.0001474382604955693,-1323.362600420949,0.24202716803451063,18.511975139238686,17.634357718744837
320,2019-03-29,17.06,68.39,2.23013698630137,50,0,1.2356164383561643,0.9945205479452055,0.008369478412512343,0.0038108425918085276,0.2420713154338126,19.033008590389265,19.41309010300425
321,2019-04-01,17.84,69.01,2.23013698630137,50,0,1.2438356164383562,0.9863013698630136,0.009024806522505813,1.366258927833558e+207,0.24220517998722682,19.59801717125054,19.53365007693799
322,2019-04-02,17.92,69.37,2.23013698630137,50,0,1.2465753424657535,0.9835616438356163,0.00520307576469925,-9.914755724889495e+35,0.24225028201305882,19.929896979274147,19.668807431173374
323,2019-04-03,17.86,69.31,2.23013698630137,50,0,1.2493150684931507,0.9808219178082191,-0.0008653014673170034,-1.866639949537722e+69,0.24229562753953224,19.87137273216654,19.57621064182401
324,2019-04-04,17.77,69.4,2.23013698630137,50,0,1.252054794520548,0.9780821917808218,0.001297671582865867,-0.0061239671085572545,0.24234121854633467,19.952506335282138,18.658674671895263
325,2019-04-05,18.22,70.34,2.23013698630137,50,0,1.2547945205479452,0.9753424657534246,0.01345375953307748,16597.255888143547,0.24238705703469748,20.82912819971633,21.037745652001146
326,2019-04-08,18.52,71.1,2.23013698630137,50,0,1.263013698630137,0.9671232876712328,0.010746709763358453,2.138935229644889e+181,0.24252607773082901,21.537731469199358,21.717587424816397
327,2019-04-09,18.27,70.61,2.23013698630137,50,0,1.2657534246575342,0.9643835616438357,-0.006915559280939121,-2.077356427775034e+57,0.24257292659901966,21.0732311256821,19.75634198318368
328,2019-04-10,19.11,71.73,2.23013698630137,50,0,1.2684931506849315,0.9616438356164383,0.015737292610087827,3376940.920160868,0.2426200332885509,22.12976101258905,21.80867896125082
329,2019-04-11,18.62,70.83,2.23013698630137,50,0,1.2712328767123289,0.9589041095890409,-0.01262643037281208,4.667102327507635e+71,0.24266739993626693,21.275815215645018,20.42470634402503
330,2019-04-12,18.96,71.55,2.23013698630137,50,0,1.273972602739726,0.9561643835616438,0.010113866236928892,-0.005084758847793663,0.24271502870272002,21.954578300363494,20.82466014772463
331,2019-04-15,18.99,71.18,2.23013698630137,50,0,1.2821917808219179,0.9479452054794519,-0.005184625920413133,399.93208792981875,0.24285950968261483,21.597280720222493,20.452892815905113
332,2019-04-16,19.21,71.72,2.23013698630137,50,0,1.284931506849315,0.9452054794520548,0.007557768654884889,-1.9441088447837115e+41,0.2429082090153689,22.10714088450643,21.792256880251028
333,2019-04-17,19.03,71.62,2.23013698630137,50,0,1.2876712328767124,0.9424657534246574,-0.0013952841666453608,-1.1137167748328923e+21,0.24295718163699065,22.009969301687796,20.144144070590084
334,2019-04-18,19.1,71.97,2.23013698630137,50,0,1.2904109589041095,0.9397260273972603,0.0048750009494265,-478426827.6177129,0.24300642985741003,22.34059126723256,22.624355466677198
335,2019-04-22,20.04,74.04,2.23013698630137,50,0,1.3013698630136987,0.9287671232876711,0.02835612218558392,-168.146016219837,0.24320622584836302,24.315725660802848,23.665150679357858
336,2019-04-23,20.4,74.51,2.23013698630137,50,0,1.3041095890410959,0.9260273972602739,0.006327856860338876,-818156.7262930461,0.2432568876397068,24.76735960991295,23.252111268275083
337,2019-04-24,20.35,74.57,2.23013698630137,50,0,1.3068493150684932,0.9232876712328766,0.0008049369900673398,6.812548962573618e+196,0.2433078394515618,24.82363745362823,23.662206811741147
338,2019-04-25,20.01,74.35,2.23013698630137,50,0,1.3095890410958904,0.9205479452054794,-0.0029546086495395585,-35757983813917.86,0.2433590837848526,24.60949381031751,23.656645135931832
339,2019-04-26,18.6,72.15,2.23013698630137,50,0,1.3123287671232877,0.9178082191780821,-0.030036387686283916,-847.8114136037307,0.24341062316937917,22.49540856866136,22.381886355101166
340,2019-04-29,18.63,72.04,2.23013698630137,50,0,1.3205479452054794,0.9095890410958904,-0.0015257649121247496,-53135315934185.39,0.24356703737034371,22.38422693633173,22.410632057475265
341,2019-04-30,19.02,72.8,2.23013698630137,50,0,1.3232876712328767,0.9068493150684931,0.010494434894884996,-204.1360150564727,0.24361978285012245,23.109183808235713,21.944307564120916
342,2019-05-01,19.03,72.18,2.23013698630137,50,0,1.326027397260274,0.9041095890410957,-0.008552955987997102,6389.29785950817,0.2436728364781736,22.5138034782413,21.355042298507296
343,2019-05-02,17.87,70.75,2.23013698630137,50,0,1.3287671232876712,0.9013698630136986,-0.020010462691296027,-30342.05436068091,0.24372620096659853,21.15124477625669,19.821110116586226
344,2019-05-03,17.73,70.85,2.23013698630137,50,0,1.3315068493150686,0.8986301369863012,0.0014124296133424252,-16248835.582666177,0.24377987905946233,21.243691173013275,20.275980939388873
345,2019-05-06,18.04,71.24,2.23013698630137,50,0,1.3397260273972602,0.8904109589041096,0.005489492284771913,1.3999650649054472e+122,0.24394282289477975,21.60722355060127,20.324964561167626
346,2019-05-07,17.28,69.88,2.23013698630137,50,0,1.3424657534246576,0.8876712328767122,-0.019274973155605224,-1.4645730352223229e+273,0.24399778350204926,20.31766188313329,19.155288692831398
347,2019-05-08,17.91,70.37,2.23013698630137,50,0,1.3452054794520547,0.8849315068493151,0.006987550712601376,-3.253632736378856e+26,0.24405307193038575,20.777700449879063,20.237392885375595
348,2019-05-09,17.51,70.39,2.23013698630137,50,0,1.347945205479452,0.8821917808219177,0.00028417164158245356,-1.9701395019811555e+21,0.24410869112586753,20.794264870580733,20.273671708382672
349,2019-05-10,17.52,70.62,2.23013698630137,50,0,1.3506849315068492,0.8794520547945206,0.003262182880200193,83168049.94953625,0.2441646440700301,21.009702899990728,19.373536024297444
350,2019-05-13,17.41,70.23,2.23013698630137,50,0,1.358904109589041,0.8712328767123287,-0.005537820329310605,-8963.852740295899,0.24433453575313357,20.633522982850003,19.95082477678494
351,2019-05-14,18.0,71.24,2.23013698630137,50,0,1.3616438356164384,0.8684931506849314,0.014278888250531807,4.6053988014245856e+188,0.2443918542354746,21.5898137232277,20.842532865260967
352,2019-05-15,18.42,71.77,2.23013698630137,50,0,1.3643835616438356,0.8657534246575342,0.007412103020519645,-344598.43607058376,0.24444952192512828,22.09335455799777,21.30936828777881
353,2019-05-16,18.74,72.62,2.23013698630137,50,0,1.367123287671233,0.8630136986301369,0.011773804544208843,-102628007.1611945,0.2445075420279728,22.90580330887171,22.738010498536692
354,2019-05-17,18.41,72.21,2.23013698630137,50,0,1.36986301369863,0.8602739726027397,-0.005661825523099573,-19953.025066606664,0.2445659177893061,22.51046613083163,22.209603736381787
355,2019-05-20,18.54,71.97,2.23013698630137,50,0,1.378082191780822,0.8520547945205479,-0.0033291749433770335,-6.445736265550551e+78,0.24474321208137553,22.27456629618809,21.36035263779661
