"","Garch","EGarch","RGarch_rvs","RGarch_bvs","RGarch_rk","RW_rvs","RW_bvs","RW_rk","MA_rvs","MA_bvs","MA_rk","EW_rvs","EW_bvs","EW_rk"
"MSE",5.85424325473279e-08,6.98573712960301e-08,5.32900215669078e-08,5.41969486486685e-08,5.98425844956443e-08,6.79518970827967e-08,6.79042864169875e-08,6.27078870041826e-08,6.88188879224633e-08,6.86091783738656e-08,6.02794161449503e-08,5.8495267486831e-08,5.8567431957169e-08,5.12572941741476e-08
"QLIKE",-8.39422223024498,-8.3431791246109,-8.42790030098877,-8.42815820035815,-8.41890273028636,-8.37379054090915,-8.33114516357391,-8.06998405236206,-8.41172752851501,-8.38675563211797,-8.38256716056526,-8.4228441376224,-8.39917821273964,-8.39177839416734
"BIC",-6.07334164766612,-6.08539514509017,-4.93914940644306,-4.87058934184225,-4.06688563903893,0,0,0,0,0,0,0,0,0
