"","Garch","EGarch","RGarch_rvs","RGarch_bvs","RGarch_rk","RW_rvs","RW_bvs","RW_rk","MA_rvs","MA_bvs","MA_rk","EW_rvs","EW_bvs","EW_rk"
"MSE",6.2961397923903e-08,6.33334568484789e-08,5.83559851701738e-08,6.01847095331028e-08,5.87010969382063e-08,7.67693158514171e-08,6.77568707980138e-08,7.05039824410909e-08,6.64601047781568e-08,6.39318367458953e-08,6.54434291251962e-08,5.96243606098888e-08,5.7679968508866e-08,5.70242673910409e-08
"QLIKE",-7.91111861790588,-7.89505309773918,-7.95022661425304,-7.94603082931251,-7.94584808380991,-7.87946416570574,-7.83025144311849,-7.69567341208655,-7.93897669448141,-7.92506610384687,-7.92049584283315,-7.95107969888336,-7.93750659423857,-7.9350293328181
"BIC",-6.0685077792083,-6.11323826842911,-4.84374457606247,-4.8444007369144,-4.01229483566079,0,0,0,0,0,0,0,0,0
