Date,Symbol,rv5_ss,open_time,rk_twoscale,nobs,close_price,bv_ss,rv10,open_price,bv,close_time,rv5,rsv_ss,medrv,rsv,open_to_close,rk_th2,rv10_ss,rk_parzen
2005-10-03 00:00:00+01:00,.OMXSPI,2.56e-05,100016,1.3000000000000001e-05,511,282.8,2.6899999999999997e-05,1.6899999999999997e-05,280.79,2.6899999999999997e-05,183006,2.56e-05,9.84e-06,1.82e-05,9.84e-06,0.007132875,1.12e-05,1.6899999999999997e-05,1.74e-05
2005-10-04 00:00:00+01:00,.OMXSPI,2.37e-05,100004,1.26e-05,511,282.13,2.55e-05,1.4800000000000002e-05,282.93,2.55e-05,183004,2.37e-05,1.3699999999999998e-05,1.4800000000000002e-05,1.3699999999999998e-05,-0.00283156,1.23e-05,1.4800000000000002e-05,1.31e-05
2005-10-05 00:00:00+01:00,.OMXSPI,3.04e-05,100004,1.85e-05,510,280.57,3.27e-05,2.13e-05,280.9,3.27e-05,182904,3.04e-05,1.7199999999999998e-05,1.67e-05,1.7199999999999998e-05,-0.0011754860000000001,1.55e-05,2.13e-05,1.1900000000000001e-05
2005-10-06 00:00:00+01:00,.OMXSPI,3.39e-05,100004,2.51e-05,510,277.42,3.32e-05,3.34e-05,278.51,3.32e-05,182905,3.39e-05,1.9699999999999998e-05,1.52e-05,1.9699999999999998e-05,-0.003921362,2.42e-05,3.34e-05,2.59e-05
2005-10-07 00:00:00+01:00,.OMXSPI,2.97e-05,100005,1.8100000000000003e-05,510,277.27,3.16e-05,1.9699999999999998e-05,276.72,3.16e-05,182905,2.97e-05,1.3800000000000002e-05,2.2800000000000002e-05,1.3800000000000002e-05,0.001985596,1.64e-05,1.9699999999999998e-05,4.91e-06
2005-10-10 00:00:00+01:00,.OMXSPI,1.95e-05,100001,1.4099999999999999e-05,510,278.5,1.75e-05,1.7100000000000002e-05,277.99,1.75e-05,182900,1.95e-05,8.43e-06,9.11e-06,8.43e-06,0.0018329179999999998,1.34e-05,1.7100000000000002e-05,1.89e-05
2005-10-11 00:00:00+01:00,.OMXSPI,2.08e-05,100001,1.4400000000000001e-05,511,278.94,1.92e-05,1.6100000000000002e-05,278.65,1.92e-05,183001,2.08e-05,1.04e-05,1.4999999999999999e-05,1.04e-05,0.001040191,1.25e-05,1.6100000000000002e-05,1.3699999999999998e-05
2005-10-12 00:00:00+01:00,.OMXSPI,3.04e-05,100000,2.0300000000000002e-05,511,276.3,2.7699999999999996e-05,2.94e-05,278.43,2.7699999999999996e-05,183000,3.04e-05,1.56e-05,1.53e-05,1.56e-05,-0.0076794490000000005,2.0600000000000003e-05,2.94e-05,3.5100000000000006e-05
2005-10-13 00:00:00+01:00,.OMXSPI,3.45e-05,100000,2.5300000000000002e-05,510,273.04,3.72e-05,3.5e-05,276.27,3.72e-05,182905,3.45e-05,2.3899999999999998e-05,1.9399999999999997e-05,2.3899999999999998e-05,-0.011760343999999999,2.6000000000000002e-05,3.5e-05,4.14e-05
2005-10-14 00:00:00+01:00,.OMXSPI,2.94e-05,100000,2.1899999999999997e-05,510,273.36,3.04e-05,2.71e-05,274.31,3.04e-05,182901,2.94e-05,1.7199999999999998e-05,1.75e-05,1.7199999999999998e-05,-0.0034692459999999996,2.23e-05,2.71e-05,3.24e-05
2005-10-17 00:00:00+01:00,.OMXSPI,0.00010991600000000001,100100,9.58e-05,511,272.67,6.74e-05,7.159999999999999e-05,273.79,6.74e-05,183039,0.00010991600000000001,6.19e-05,2.2899999999999998e-05,6.19e-05,-0.004099116,9.23e-05,7.159999999999999e-05,9.51e-05
