Date,Symbol,rv5_ss,open_time,rk_twoscale,nobs,close_price,bv_ss,rv10,open_price,bv,close_time,rv5,rsv_ss,medrv,rsv,open_to_close,rk_th2,rv10_ss,rk_parzen
2000-01-03 00:00:00+00:00,.BVSP,0.000337832,110103,0.000289871,840,16933.0,0.00034105800000000004,0.000469798,17098.0,0.00034105800000000004,180053,0.000337832,0.000218394,9.91e-05,0.000218394,-0.009697117,0.000299878,0.000469798,0.000964067
2000-01-04 00:00:00+00:00,.BVSP,0.000587708,110143,0.000514432,840,15905.0,0.000285722,0.000695832,16908.0,0.000285722,180110,0.000587708,0.0005219119999999999,0.000115415,0.0005219119999999999,-0.061153358,0.000547519,0.000695832,0.001152098
2000-01-05 00:00:00+00:00,.BVSP,0.00084637,110123,0.000543422,840,16283.0,0.000832195,0.001199907,15871.0,0.000832195,180050,0.00084637,0.000532477,0.000256139,0.000532477,0.025628074,0.000632524,0.001199907,0.00142194
2000-01-06 00:00:00+00:00,.BVSP,0.000451354,110113,0.000388247,840,16152.0,0.000332326,0.000650875,16237.0,0.000332326,180102,0.000451354,0.00028487,0.000115449,0.00028487,-0.005248708,0.000401265,0.000650875,0.000594306
2000-01-07 00:00:00+00:00,.BVSP,0.00019433700000000002,110139,0.000198346,840,16355.0,0.000215088,0.00025686599999999996,16125.0,0.000215088,180103,0.00019433700000000002,3.8900000000000004e-05,3.9e-05,3.8900000000000004e-05,0.014162798,0.000212362,0.00025686599999999996,0.00022162400000000002
2000-01-10 00:00:00+00:00,.BVSP,0.000231103,110109,0.000198815,840,17019.05,0.00019143,0.00035507400000000004,16324.72,0.00019143,180046,0.000231103,1.4300000000000002e-05,3.6099999999999997e-05,1.4300000000000002e-05,0.041652781,0.000204695,0.00035507400000000004,0.0008438610000000001
2000-01-11 00:00:00+00:00,.BVSP,0.000206251,110144,0.000172808,840,16694.26,0.000209893,0.000317131,17045.18,0.000209893,180106,0.000206251,0.000116002,9.05e-05,0.000116002,-0.020802518,0.000185222,0.000317131,0.00026963599999999996
2000-01-12 00:00:00+00:00,.BVSP,0.000194903,110053,0.00014579,841,16627.06,0.00019260299999999999,0.000245923,16573.72,0.00019260299999999999,180049,0.000194903,0.000109597,8.77e-05,0.000109597,0.00321318,0.000166406,0.000245923,0.000255846
2000-01-13 00:00:00+00:00,.BVSP,0.002372241,110114,0.002292888,840,17310.36,0.000990728,0.003313935,16663.3,0.000990728,180050,0.002372241,0.000147627,0.000121994,0.000147627,0.03809647,0.002453056,0.003313935,0.002876155
2000-01-14 00:00:00+00:00,.BVSP,0.00027006700000000003,110047,0.000225036,840,17626.51,0.000208345,0.000411646,17305.53,0.000208345,180028,0.00027006700000000003,5.4600000000000006e-05,6.17e-05,5.4600000000000006e-05,0.018377915,0.000237723,0.000411646,0.000794876
2000-01-17 00:00:00+00:00,.BVSP,0.000156485,110055,0.000122339,840,18048.74,0.000113282,0.000189619,17678.49,0.000113282,180048,0.000156485,3.53e-05,6.75e-05,3.53e-05,0.02072723,0.000123366,0.000189619,0.000172527
2000-01-18 00:00:00+00:00,.BVSP,0.00019533900000000002,110126,0.000142963,840,17925.43,0.000143918,0.000278062,18061.78,0.000143918,180055,0.00019533900000000002,0.00014217399999999998,5.7700000000000007e-05,0.00014217399999999998,-0.007577728000000001,0.00016244,0.000278062,0.000372062
