Date,Symbol,rv5_ss,open_time,rk_twoscale,nobs,close_price,bv_ss,rv10,open_price,bv,close_time,rv5,rsv_ss,medrv,rsv,open_to_close,rk_th2,rv10_ss,rk_parzen
2009-06-01 00:00:00+01:00,.FTMIB,7.020000000000001e-05,100005,6.36e-05,3633,20511.71,5.68e-05,8.329999999999999e-05,20307.91,5.68e-05,174002,7.020000000000001e-05,2.1e-05,2.27e-05,2.1e-05,0.009985477,6.32e-05,8.329999999999999e-05,0.00012082799999999999
2009-06-02 00:00:00+01:00,.FTMIB,0.00012089,100002,0.000117724,3568,20523.71,0.000130535,0.000145019,20490.63,0.000130535,180102,0.00012089,5.720000000000001e-05,4.429999999999999e-05,5.720000000000001e-05,0.001613095,0.00011882200000000001,0.000145019,0.000121602
2009-06-03 00:00:00+01:00,.FTMIB,0.00013729,100005,0.000129645,3751,20117.66,0.000151188,0.000132233,20398.63,0.000151188,182957,0.00013729,9.58e-05,7.190000000000001e-05,9.58e-05,-0.013869705,0.00012983,0.000132233,0.000136446
2009-06-04 00:00:00+01:00,.FTMIB,0.000144518,100002,0.000142954,3683,20129.43,0.000125106,0.00016803,20181.77,0.000125106,182947,0.000144518,7.18e-05,6.659999999999999e-05,7.18e-05,-0.002596798,0.000141487,0.00016803,0.000160757
2009-06-05 00:00:00+01:00,.FTMIB,0.000283276,100000,0.00018502,3746,20170.08,0.000200228,0.000325976,20341.15,0.000200228,182945,0.000283276,0.000114684,4.6700000000000003e-05,0.000114684,-0.00844561,0.000186895,0.000325976,0.000292707
2009-06-08 00:00:00+01:00,.FTMIB,8.209999999999999e-05,100004,0.00010478,3748,19889.6,7.219999999999999e-05,8.41e-05,19716.6,7.219999999999999e-05,182958,8.209999999999999e-05,3.5499999999999996e-05,2.61e-05,3.5499999999999996e-05,0.008736062,0.000105003,8.41e-05,5.22e-05
2009-06-09 00:00:00+01:00,.FTMIB,9.25e-05,100002,0.000119307,3675,20070.63,9.02e-05,9.05e-05,20089.42,9.02e-05,183001,9.25e-05,4.73e-05,5.6999999999999996e-05,4.73e-05,-0.000935756,0.000117682,9.05e-05,6.790000000000001e-05
2009-06-10 00:00:00+01:00,.FTMIB,7.26e-05,100003,6.61e-05,3749,20299.03,6.61e-05,7.56e-05,20388.39,6.61e-05,182952,7.26e-05,4.59e-05,1.86e-05,4.59e-05,-0.00439252,6.43e-05,7.56e-05,5.02e-05
2009-06-11 00:00:00+01:00,.FTMIB,6.9e-05,100002,7.41e-05,3628,20585.06,5.6000000000000006e-05,7.290000000000001e-05,20406.48,5.6000000000000006e-05,182947,6.9e-05,2.58e-05,2.1600000000000003e-05,2.58e-05,0.008713071999999999,7.43e-05,7.290000000000001e-05,7.03e-05
2009-06-12 00:00:00+01:00,.FTMIB,4.47e-05,100004,5.489999999999999e-05,3744,20384.22,3.69e-05,4.5600000000000004e-05,20528.29,3.69e-05,182952,4.47e-05,2.33e-05,1.3699999999999998e-05,2.33e-05,-0.007042863000000001,5.429999999999999e-05,4.5600000000000004e-05,3.24e-05
