,date,price,spot,T,strike,risk_free,t,days to maturity,return,implied vol,fit vol,theory price,Simulate price
181,2018-09-13,24.14,78.18,2.23013698630137,50,0,0.6958904109589041,1.5342465753424657,-0.019757481588400516,0.11042795139009375,0.13172869649348642,28.189470919011633,27.52792076560381
182,2018-09-14,24.1,78.09,2.23013698630137,50,0,0.6986301369863014,1.5315068493150683,-0.001151852690225219,0.10993622087778951,0.1317486891041775,28.09961697385357,26.342920412490415
183,2018-09-17,24.33,78.05,2.23013698630137,50,0,0.7068493150684931,1.5232876712328767,-0.0005123607131425345,0.10821202450199875,0.131807126819479,28.059498432040428,26.64210401226166
184,2018-09-18,24.84,79.03,2.23013698630137,50,0,0.7095890410958904,1.5205479452054793,0.012477880255443274,0.11123575606380878,0.13182610369937448,29.037341383470867,28.037104017347442
185,2018-09-19,25.03,79.4,2.23013698630137,50,0,0.7123287671232876,1.5178082191780822,0.004670841036205964,0.10753866988255648,0.13184483480060258,29.406622825626677,28.7940581396375
186,2018-09-20,24.57,78.7,2.23013698630137,50,0,0.7150684931506849,1.515068493150685,-0.008855212829733006,0.10690026439641222,0.13186332330091557,28.707863024843455,27.817830422119894
187,2018-09-21,24.49,78.8,2.23013698630137,50,0,0.7178082191780822,1.5123287671232877,0.0012698414404761493,0.10688595961002928,0.13188157233707737,28.807603147516026,27.832970921331146
188,2018-09-24,25.92,81.2,2.23013698630137,50,0,0.726027397260274,1.5041095890410958,0.03000225030379866,0.11984198228796478,0.13193491342449098,31.20397470752959,29.415555350132927
189,2018-09-25,26.35,81.87,2.23013698630137,50,0,0.7287671232876712,1.5013698630136987,0.008217376220724937,0.11489778476367113,0.13195223517022717,31.873301545045564,30.639612128783504
190,2018-09-26,26.15,81.34,2.23013698630137,50,0,0.7315068493150685,1.4986301369863013,-0.006494722909278217,0.11582676255278239,0.13196933253902046,31.343762041034623,29.871282423969657
191,2018-09-27,26.65,81.72,2.23013698630137,50,0,0.7342465753424657,1.495890410958904,0.004660869470342277,0.10501500115832281,0.13198620843254047,31.723371560743132,30.96520329889479
192,2018-09-28,27.48,82.72,2.23013698630137,50,0,0.736986301369863,1.4931506849315068,0.012162640810697845,0.1052766421195233,0.13200286571501935,32.72256039238154,31.361536260631834
193,2018-10-01,29.14,84.98,2.23013698630137,50,0,0.7452054794520548,1.484931506849315,0.026954523926546514,0.11246740256043272,0.1320515539870394,34.98135097578004,33.12309133177354
194,2018-10-02,29.19,84.8,2.23013698630137,50,0,0.7479452054794521,1.4821917808219176,-0.002120391888808193,0.11392010930204054,0.13206736473565278,34.80140341738596,33.135777681972584
195,2018-10-03,30.38,86.29,2.23013698630137,50,0,0.7506849315068493,1.4794520547945205,0.01741817372235932,0.11549671686922285,0.13208297064946498,36.29092387272501,34.99941560392171
196,2018-10-04,29.28,84.58,2.23013698630137,50,0,0.7534246575342466,1.4767123287671233,-0.02001588447587377,0.12354879420842092,0.1320983743779833,34.58145802555243,33.51153100091996
197,2018-10-05,29.47,84.16,2.23013698630137,50,0,0.7561643835616438,1.473972602739726,-0.00497808305494285,0.12512821375061378,0.13211357853652173,34.16161697569039,32.85233038917821
198,2018-10-08,29.42,83.91,2.23013698630137,50,0,0.7643835616438356,1.4657534246575343,-0.002974953107421463,0.11619011652370638,0.13215801924169757,33.91167586181747,32.806629534910584
199,2018-10-09,30.13,85.0,2.23013698630137,50,0,0.7671232876712328,1.463013698630137,0.012906460608338222,0.11734277730303036,0.13217245060487082,35.001229752778336,34.93437406601883
200,2018-10-10,28.8,83.09,2.23013698630137,50,0,0.7698630136986301,1.4602739726027396,-0.02272689881342682,0.12610688500319242,0.1321866949769374,33.09205098230809,32.52832296970684
201,2018-10-11,26.8,80.26,2.23013698630137,50,0,0.7726027397260274,1.4575342465753423,-0.034652992838118735,0.14010730440938596,0.13220075477709592,30.264355739424055,30.019391463235973
202,2018-10-12,26.78,80.43,2.23013698630137,50,0,0.7753424657534247,1.4547945205479451,0.0021158760772062024,0.13815002018536296,0.1322146323933154,30.434122530211738,29.876862173776466
203,2018-10-15,27.14,80.78,2.23013698630137,50,0,0.7835616438356164,1.4465753424657533,0.004342169219289538,0.1276885844771687,0.1322551955579934,30.783644119428793,29.008120188904766
204,2018-10-16,27.57,81.41,2.23013698630137,50,0,0.7863013698630137,1.4438356164383561,0.007768705450619251,0.12959771391851774,0.13226836770751865,31.413042151815695,30.421031748731806
205,2018-10-17,26.54,80.05,2.23013698630137,50,0,0.7890410958904109,1.441095890410959,-0.016846676143162043,0.12391911451678407,0.13228136915839758,30.054350258265004,29.43010134624685
206,2018-10-18,25.65,79.29,2.23013698630137,50,0,0.7917808219178082,1.4383561643835616,-0.009539422158416855,0.12146275935626177,0.13229420211948523,29.29528441041242,28.539458680635303
207,2018-10-19,26.15,79.78,2.23013698630137,50,0,0.7945205479452054,1.4356164383561643,0.006160829192953798,0.1236454797013534,0.13230686877111505,29.784588517262975,28.077985954321264
